accX,accY,accZ,label
-2.2,5.2,7.4,andando
-2.2,5.2,7.4,andando
-2.2,5.2,7.4,andando
-3.1,5.5,7.4,andando
-3.0,5.4,7.4,andando
-3.0,5.4,7.4,andando
-2.7,5.300000000000001,8.1,andando
-3.0,5.4,8.200000000000001,andando
-3.4000000000000004,5.5,8.200000000000001,andando
-3.6,5.7,8.0,andando
-3.7,5.9,7.4,andando
-3.7,6.0,6.9,andando
-3.6,6.1000000000000005,6.800000000000001,andando
-3.5,6.300000000000001,6.9,andando
-3.5,6.300000000000001,6.9,andando
-3.6,6.4,7.1000000000000005,andando
-3.6,6.4,7.1000000000000005,andando
-3.9000000000000004,6.5,6.6000000000000005,andando
-4.0,6.5,6.2,andando
-3.9000000000000004,6.5,5.800000000000001,andando
-3.8000000000000003,6.4,5.6000000000000005,andando
-3.6,6.300000000000001,5.800000000000001,andando
-3.2,6.0,6.5,andando
-3.2,6.0,6.5,andando
-3.7,6.0,7.0,andando
-4.0,6.1000000000000005,7.0,andando
-4.3,6.1000000000000005,6.800000000000001,andando
-4.3,6.1000000000000005,6.800000000000001,andando
-3.8000000000000003,6.300000000000001,6.300000000000001,andando
-3.6,6.300000000000001,6.5,andando
-3.5,6.300000000000001,6.800000000000001,andando
-3.8000000000000003,6.300000000000001,7.1000000000000005,andando
-4.0,6.300000000000001,7.5,andando
-4.5,6.4,7.5,andando
-4.800000000000001,6.300000000000001,7.4,andando
-4.1000000000000005,5.9,6.800000000000001,andando
-4.1000000000000005,5.9,6.800000000000001,andando
-2.6,5.7,6.0,andando
-2.6,5.7,6.0,andando
-2.1,6.0,6.4,andando
-2.2,6.0,6.6000000000000005,andando
-2.4000000000000004,6.1000000000000005,6.5,andando
-2.6,6.2,6.300000000000001,andando
-2.6,6.300000000000001,6.0,andando
-2.5,6.4,6.0,andando
-2.5,6.4,6.0,andando
-2.9000000000000004,6.4,6.7,andando
-2.9000000000000004,6.6000000000000005,7.0,andando
-2.9000000000000004,6.6000000000000005,7.2,andando
-2.8000000000000003,6.5,7.1000000000000005,andando
-2.5,6.6000000000000005,6.800000000000001,andando
-1.9000000000000001,6.6000000000000005,6.300000000000001,andando
-1.9000000000000001,6.6000000000000005,6.300000000000001,andando
-2.0,6.6000000000000005,6.2,andando
-2.0,6.6000000000000005,6.0,andando
-1.5,6.300000000000001,5.9,andando
-1.5,6.300000000000001,5.9,andando
-1.0,6.5,6.0,andando
-0.9,6.800000000000001,5.5,andando
-0.7000000000000001,7.1000000000000005,4.9,andando
-0.8,7.800000000000001,4.6000000000000005,andando
-1.1,8.700000000000001,5.7,andando
-2.1,9.200000000000001,8.200000000000001,andando
-3.1,9.0,11.700000000000001,andando
-3.8000000000000003,8.4,14.3,andando
-3.5,7.7,15.200000000000001,andando
-0.8,7.2,12.100000000000001,andando
-0.8,7.2,12.100000000000001,andando
0.4,7.7,8.700000000000001,andando
0.5,7.300000000000001,7.7,andando
0.6000000000000001,7.2,6.5,andando
0.6000000000000001,7.300000000000001,5.6000000000000005,andando
0.2,7.0,5.300000000000001,andando
-1.0,6.4,6.2,andando
-1.0,6.4,6.2,andando
-0.6000000000000001,6.1000000000000005,6.7,andando
-0.30000000000000004,5.800000000000001,7.300000000000001,andando
-0.30000000000000004,5.800000000000001,7.300000000000001,andando
-0.1,5.7,7.4,andando
0.30000000000000004,5.5,7.2,andando
0.30000000000000004,5.6000000000000005,7.1000000000000005,andando
0.4,5.6000000000000005,7.2,andando
0.30000000000000004,5.6000000000000005,7.2,andando
0.1,5.7,6.800000000000001,andando
-0.2,5.800000000000001,6.300000000000001,andando
-0.7000000000000001,5.9,6.1000000000000005,andando
-0.7000000000000001,6.300000000000001,5.9,andando
-0.7000000000000001,6.300000000000001,5.9,andando
-0.30000000000000004,6.800000000000001,6.1000000000000005,andando
-0.7000000000000001,7.0,6.4,andando
-1.2000000000000002,7.1000000000000005,6.800000000000001,andando
-1.4000000000000001,7.2,6.9,andando
-1.3,7.300000000000001,7.0,andando
-0.7000000000000001,7.5,7.1000000000000005,andando
-0.2,7.6000000000000005,7.1000000000000005,andando
-0.2,8.0,6.9,andando
-1.4000000000000001,8.3,7.1000000000000005,andando
-2.7,8.5,8.1,andando
-3.9000000000000004,7.6000000000000005,9.600000000000001,andando
-4.3,6.4,10.700000000000001,andando
-3.4000000000000004,5.300000000000001,10.8,andando
-1.9000000000000001,5.0,10.100000000000001,andando
-1.9000000000000001,5.0,10.100000000000001,andando
-0.1,5.6000000000000005,6.9,andando
-0.1,5.7,5.5,andando
-0.4,6.1000000000000005,4.6000000000000005,andando
-1.6,6.2,4.2,andando
-1.6,6.2,4.2,andando
-2.2,6.1000000000000005,4.800000000000001,andando
-2.0,6.300000000000001,5.300000000000001,andando
-1.8,6.5,5.6000000000000005,andando
-1.6,6.6000000000000005,5.800000000000001,andando
-1.7000000000000002,6.800000000000001,6.0,andando
-1.7000000000000002,6.800000000000001,6.0,andando
-1.6,6.6000000000000005,6.2,andando
-1.5,6.4,6.300000000000001,andando
-1.3,6.5,6.4,andando
-1.0,6.9,6.7,andando
-1.1,7.1000000000000005,6.7,andando
-1.2000000000000002,7.300000000000001,6.5,andando
-1.4000000000000001,7.4,6.300000000000001,andando
-1.4000000000000001,7.4,6.0,andando
-0.7000000000000001,7.7,6.300000000000001,andando
-0.7000000000000001,7.7,6.300000000000001,andando
-0.4,8.0,6.9,andando
-0.4,7.9,7.300000000000001,andando
-0.6000000000000001,8.4,6.800000000000001,andando
-0.6000000000000001,8.4,6.800000000000001,andando
-1.3,8.200000000000001,6.5,andando
-1.4000000000000001,8.1,6.300000000000001,andando
-1.1,8.3,6.1000000000000005,andando
-1.2000000000000002,8.200000000000001,6.0,andando
-1.6,7.800000000000001,7.800000000000001,andando
-0.30000000000000004,8.4,8.700000000000001,andando
0.8,8.700000000000001,8.9,andando
1.2000000000000002,8.6,9.200000000000001,andando
1.1,8.3,9.9,andando
0.5,6.6000000000000005,10.9,andando
0.5,6.6000000000000005,10.9,andando
1.0,6.1000000000000005,8.9,andando
1.2000000000000002,6.4,7.1000000000000005,andando
0.9,7.0,6.0,andando
0.0,7.5,5.7,andando
-0.9,7.5,5.9,andando
-1.4000000000000001,6.800000000000001,6.7,andando
-1.4000000000000001,6.800000000000001,6.7,andando
-0.5,6.2,6.800000000000001,andando
0.2,6.2,6.6000000000000005,andando
0.4,6.300000000000001,6.4,andando
0.1,6.4,6.1000000000000005,andando
-0.1,6.4,5.7,andando
-0.2,6.4,5.6000000000000005,andando
-0.2,6.4,5.6000000000000005,andando
-0.1,6.4,6.0,andando
-0.2,6.300000000000001,6.5,andando
-0.30000000000000004,6.300000000000001,6.9,andando
-0.30000000000000004,6.4,6.800000000000001,andando
-0.7000000000000001,6.7,5.800000000000001,andando
-0.7000000000000001,6.7,5.800000000000001,andando
-0.8,7.1000000000000005,5.300000000000001,andando
-0.8,7.1000000000000005,5.5,andando
-0.9,7.2,5.9,andando
-1.1,7.300000000000001,6.5,andando
-1.2000000000000002,7.300000000000001,7.1000000000000005,andando
-1.3,7.4,7.300000000000001,andando
-1.3,7.5,7.1000000000000005,andando
-1.0,8.1,6.4,andando
-1.0,8.1,6.4,andando
-1.2000000000000002,8.3,6.5,andando
-1.7000000000000002,8.3,7.1000000000000005,andando
-2.4000000000000004,8.200000000000001,8.200000000000001,andando
-3.1,7.4,9.3,andando
-3.4000000000000004,6.6000000000000005,10.100000000000001,andando
-2.0,5.4,9.1,andando
-2.0,5.4,9.1,andando
-0.4,6.1000000000000005,6.7,andando
-0.30000000000000004,6.300000000000001,5.6000000000000005,andando
-0.30000000000000004,6.300000000000001,5.6000000000000005,andando
-0.30000000000000004,6.7,5.0,andando
-0.9,7.300000000000001,4.9,andando
-1.6,7.2,4.800000000000001,andando
-1.8,7.0,5.1000000000000005,andando
-1.8,6.9,5.4,andando
-1.6,6.6000000000000005,5.7,andando
-1.2000000000000002,6.4,6.2,andando
-1.1,6.4,6.9,andando
-1.1,6.2,7.2,andando
-1.0,6.2,7.4,andando
-0.7000000000000001,6.5,6.9,andando
-0.7000000000000001,6.5,6.9,andando
-0.9,6.6000000000000005,5.800000000000001,andando
-1.0,6.7,5.4,andando
-1.2000000000000002,6.9,5.2,andando
-1.5,7.1000000000000005,5.1000000000000005,andando
-1.5,7.300000000000001,5.2,andando
-1.1,7.5,5.2,andando
-1.1,7.5,5.2,andando
